SecurityID,OptionID,Exchange,Currency,BID_PRICE,UnderlyingBid,ASK_PRICE,UnderlyingAsk,Last,UnderlyingLast,MARK_IV,DELTA,GAMMA,VEGA,THETA,CalculationPrice,Volume,OpenInterest,SpecialSettlement,ReferenceExchange,Date,BidTime,AskTime,LastTime,Description,STRIKE,OPTION_RIGHT,ContractSize,OptionStyle,Version,ExerciseStyle,Expiration,StartDate,VALOR,Issuer,SEDOL,ISIN,NEGOTIATED_PRICE,MONEYNESS,EXPIRY_DATE,QUOTE_DATE,DTE
500096,153779817,21,814,24.160512924194336,78.88999939,24.19355010986328,78.88999939,3.7200000286,78.88999939,0.6731427311897278,0.1604781299829483,0.0047549051232635,10.708470344543455,-34.95632553100586,S,0,0,1,44,2013-03-13,0:00:00,0:00:00,17:51:00,ADSE C 76 MAY13/N,76000,C,100,0,2,E,2013-05-17,2013-02-18,11730015,adidas AG,4031976,DE000A1EWWW0,0.0330371856689453,0.0010380263077631,2013-05-17,2013-03-13,65
500096,153779817,21,814,24.37486267089844,77.75,24.38486267089844,77.75,2.9800000191,77.75,0.6625427007675171,0.1073885858058929,0.0049752839840948,10.609917640686035,-30.237831115722656,S,0,0,1,44,2013-03-11,0:00:00,0:00:00,17:53:00,ADSE C 76 MAY13/N,76000,C,100,0,2,E,2013-05-17,2013-02-18,11730015,adidas AG,4031976,DE000A1EWWW0,0.0100000000000015,0.0010230263157894,2013-05-17,2013-03-11,67
500096,153779817,21,814,24.22304916381836,76.379997253,24.23304916381836,76.379997253,2.3800001144,76.379997253,0.6529735922813416,0.0422237031161785,0.0050745261833071,10.123950958251951,-29.88428497314453,S,0,0,1,44,2013-03-07,0:00:00,0:00:00,17:53:00,ADSE C 76 MAY13/N,76000,C,100,0,2,E,2013-05-17,2013-02-18,11730015,adidas AG,4031976,DE000A1EWWW0,0.0100000000000015,0.0010049999638552,2013-05-17,2013-03-07,71
500096,153779817,21,814,24.43760681152344,71.63999939,24.44760681152344,71.63999939,0.9700000286,71.63999939,0.6526455283164978,0.0156721398234367,0.0057861753739416,10.809762954711914,-24.92229652404785,S,0,0,1,44,2013-03-05,0:00:00,0:00:00,18:01:00,ADSE C 76 MAY13/N,76000,C,100,0,2,E,2013-05-17,2013-02-18,11730015,adidas AG,4031976,DE000A1EWWW0,0.0100000000000015,0.000942631570921,2013-05-17,2013-03-05,73
500096,153123149,21,814,27.16185569763184,70.540000916,29.11175346374512,70.540000916,29.600000381,70.540000916,0.7542344927787781,0.5317040681838989,0.0023707135114818,17.05344009399414,-16.20501136779785,S,0,0,1,44,2013-03-01,0:00:00,0:00:00,17:44:00,ADSE C 40 JUN13/N,40000,C,100,0,2,E,2013-06-21,2013-01-02,11730015,adidas AG,4031976,DE000A1EWWW0,1.9498977661132808,0.0017635000229,2013-06-21,2013-03-01,112
500096,153123149,21,814,28.52468681335449,78.900001526,31.289430618286133,78.900001526,37.619998932,78.900001526,0.694622814655304,0.5389279723167419,0.001521008904092,17.244726181030273,-13.677446365356444,S,0,0,1,44,2013-03-14,0:00:00,0:00:00,17:52:00,ADSE C 40 JUN13/N,40000,C,100,0,2,E,2013-06-21,2013-01-02,11730015,adidas AG,4031976,DE000A1EWWW0,2.7647438049316406,0.00197250003815,2013-06-21,2013-03-14,99
500096,153123149,21,814,28.544246673583984,78.269996643,31.173269271850582,78.269996643,37.0,78.269996643,0.6882615685462952,0.5365300178527832,0.0015930874506011,17.581310272216797,-12.393139839172363,S,0,0,1,44,2013-03-12,0:00:00,0:00:00,17:58:00,ADSE C 40 JUN13/N,40000,C,100,0,2,E,2013-06-21,2013-01-02,11730015,adidas AG,4031976,DE000A1EWWW0,2.6290225982666016,0.001956749916075,2013-06-21,2013-03-12,101
500096,153123149,21,814,28.47967529296875,76.199996948,29.97441864013672,76.199996948,34.919998169,76.199996948,0.757179319858551,0.5466098785400391,0.0017033630283549,17.930681228637695,-16.847742080688477,S,0,0,1,44,2013-03-08,0:00:00,0:00:00,17:45:00,ADSE C 40 JUN13/N,40000,C,100,0,2,E,2013-06-21,2013-01-02,11730015,adidas AG,4031976,DE000A1EWWW0,1.4947433471679688,0.0019049999237,2013-06-21,2013-03-08,105
500096,153779821,21,814,24.026033401489254,79.75,24.0632266998291,79.75,3.0699999332,79.75,0.6643555164337158,-0.2898662686347961,0.0049940766766667,23.79966926574707,-39.9262580871582,S,0,0,1,44,2013-03-15,0:00:00,0:00:00,17:54:00,ADSE C 78 MAY13/N,78000,C,100,0,2,E,2013-05-17,2013-02-18,11730015,adidas AG,4031976,DE000A1EWWW0,0.0371932983398437,0.0010224358974358,2013-05-17,2013-03-15,63
500096,153123149,21,814,27.44215202331543,71.669998169,28.910320281982425,71.669998169,30.709999084,71.669998169,0.7466229200363159,0.5147055387496948,0.0021472466178238,17.456764221191406,-16.592702865600586,S,0,0,1,44,2013-03-06,0:00:00,0:00:00,17:46:00,ADSE C 40 JUN13/N,40000,C,100,0,2,E,2013-06-21,2013-01-02,11730015,adidas AG,4031976,DE000A1EWWW0,1.4681682586669922,0.0017917499542249,2013-06-21,2013-03-06,107
