symbol,time,spot,type,due_date,strike,premium,maturity_type,days_to_maturity,moneyness,delta,gamma,vega,theta,rho,volatility,poe,bs,variação
PETRW321,2022-11-17T00:00:00.000Z,"{'price': 27.16, 'symbol': 'PETR4'}",PUT,2022-11-18T00:00:00.000Z,39.02,12.59,EUROPEAN,1,ITM,-1.0,0.0,0.0,0.0030965796425135,-0.0015481907307082,0.0,100.0,11.8569,-0.7331000000000003
PETRK233,2022-11-07T00:00:00.000Z,"{'price': 27.15, 'symbol': 'PETR4'}",CALL,2022-11-18T00:00:00.000Z,7.02,20.78,EUROPEAN,8,ITM,1.0,0.0,0.0,-0.0005567892282749,0.0022271546859426,0.0,100.0,20.1345,-0.645500000000002
PETRK233,2022-11-09T00:00:00.000Z,"{'price': 26.9, 'symbol': 'PETR4'}",CALL,2022-11-18T00:00:00.000Z,7.02,20.5,EUROPEAN,7,ITM,1.0,0.0,0.0,-0.0005568334168214,0.0019489325502106,0.0,100.0,19.8839,-0.6160999999999994
PETRK233,2022-11-04T00:00:00.000Z,"{'price': 28.3, 'symbol': 'PETR4'}",CALL,2022-11-18T00:00:00.000Z,7.02,21.8,EUROPEAN,10,ITM,1.0,0.0,0.0,-0.0005567008505675,0.0027835365414869,0.0,100.0,21.2856,-0.514400000000002
PETRW385,2022-11-17T00:00:00.000Z,"{'price': 27.16, 'symbol': 'PETR4'}",PUT,2022-11-18T00:00:00.000Z,41.52,14.8,EUROPEAN,1,ITM,-1.0,0.0,0.0,0.0032949765955193,-0.0016473828585085,0.0,100.0,14.3567,-0.4433000000000007
PETRW418,2022-11-17T00:00:00.000Z,"{'price': 27.16, 'symbol': 'PETR4'}",PUT,2022-11-18T00:00:00.000Z,43.02,16.21,EUROPEAN,1,ITM,-1.0,0.0,0.0,0.0034140147673227,-0.0017068981351888,0.0,100.0,15.8566,-0.3534000000000006
PETRK145,2022-11-16T00:00:00.000Z,"{'price': 27.15, 'symbol': 'PETR4'}",CALL,2022-11-18T00:00:00.000Z,14.52,12.96,EUROPEAN,2,ITM,1.0,0.0,0.0,-0.0011521980379468,0.0011522694742252,0.0,100.0,12.6323,-0.3277000000000001
PETRK165,2022-11-17T00:00:00.000Z,"{'price': 27.16, 'symbol': 'PETR4'}",CALL,2022-11-18T00:00:00.000Z,16.52,10.93,EUROPEAN,1,ITM,1.0,0.0,0.0,-0.0013110070654619,0.0006554615805048,0.0,100.0,10.6413,-0.2887000000000004
PETRW526,2022-11-17T00:00:00.000Z,"{'price': 27.16, 'symbol': 'PETR4'}",PUT,2022-11-18T00:00:00.000Z,46.02,19.13,EUROPEAN,1,ITM,-1.0,0.0,0.0,0.0036520911109296,-0.0018259286885492,0.0,100.0,18.8563,-0.27369999999999806
PETRK822,2022-11-16T00:00:00.000Z,"{'price': 27.15, 'symbol': 'PETR4'}",CALL,2022-11-18T00:00:00.000Z,8.22,19.18,EUROPEAN,2,ITM,1.0,0.0,0.0,-0.0006522774016476,0.0006523178428465,0.0,100.0,18.9313,-0.24869999999999948
PETRW487,2022-11-17T00:00:00.000Z,"{'price': 27.16, 'symbol': 'PETR4'}",PUT,2022-11-18T00:00:00.000Z,48.77,21.85,EUROPEAN,1,ITM,-1.0,0.0,0.0,0.0038703277592359,-0.0019350400291296,0.0,100.0,21.6061,-0.2439
PETRK244,2022-11-17T00:00:00.000Z,"{'price': 27.16, 'symbol': 'PETR4'}",CALL,2022-11-18T00:00:00.000Z,15.52,11.84,EUROPEAN,1,ITM,1.0,0.0,0.0,-0.0012316482842596,0.0006157847293847,0.0,100.0,11.6412,-0.1988000000000003
PETRW500,2022-11-17T00:00:00.000Z,"{'price': 27.16, 'symbol': 'PETR4'}",PUT,2022-11-18T00:00:00.000Z,50.02,23.03,EUROPEAN,1,ITM,-1.0,0.0,0.0,0.0039695262357388,-0.0019846360930298,0.0,100.0,22.856,-0.1739999999999995
PETRW497,2022-11-17T00:00:00.000Z,"{'price': 27.16, 'symbol': 'PETR4'}",PUT,2022-11-18T00:00:00.000Z,49.77,22.78,EUROPEAN,1,ITM,-1.0,0.0,0.0,0.0039496865404382,-0.0019747168802498,0.0,100.0,22.6061,-0.17389999999999972
PETRW482,2022-11-17T00:00:00.000Z,"{'price': 27.16, 'symbol': 'PETR4'}",PUT,2022-11-18T00:00:00.000Z,48.27,21.27,EUROPEAN,1,ITM,-1.0,0.0,0.0,0.0038306483686347,-0.0019152016035696,0.0,100.0,21.1062,-0.1637999999999984
PETRM220,2022-11-29T00:00:00.000Z,"{'price': 25.38, 'symbol': 'PETR4'}",PUT,2023-01-20T00:00:00.000Z,0.01,0.01,EUROPEAN,38,OTM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01
PETRX219,2022-11-22T00:00:00.000Z,"{'price': 23.33, 'symbol': 'PETR4'}",PUT,2022-12-16T00:00:00.000Z,0.01,0.01,EUROPEAN,18,OTM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01
PETRX219,2022-11-23T00:00:00.000Z,"{'price': 23.44, 'symbol': 'PETR4'}",PUT,2022-12-16T00:00:00.000Z,0.01,0.01,EUROPEAN,17,OTM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01
PETRM301,2022-11-18T00:00:00.000Z,"{'price': 26.7, 'symbol': 'PETR4'}",PUT,2023-01-20T00:00:00.000Z,17.77,0.08,EUROPEAN,45,OTM,-0.0303729999999999,0.0110235100163234,0.007756019462196,-0.0046923161147902,-0.0015909702187503,55.27,5.03,0.08,0.0
PETRM297,2022-11-18T00:00:00.000Z,"{'price': 26.7, 'symbol': 'PETR4'}",PUT,2023-01-20T00:00:00.000Z,23.52,0.49,EUROPEAN,45,OTM,-0.189173,0.0621462779612516,0.030535532792322,-0.0126557090590353,-0.0098945095412671,38.597,23.64,0.49,0.0
PETRM316,2022-11-18T00:00:00.000Z,"{'price': 26.7, 'symbol': 'PETR4'}",PUT,2023-01-20T00:00:00.000Z,25.02,0.81,EUROPEAN,45,OTM,-0.296681,0.0868069803171403,0.0390312523446253,-0.0146247995046974,-0.0155916864304489,35.32,35.02,0.81,0.0
PETRM320,2022-11-18T00:00:00.000Z,"{'price': 26.7, 'symbol': 'PETR4'}",PUT,2023-01-20T00:00:00.000Z,13.27,0.03,EUROPEAN,45,OTM,-0.0093779999999999,0.0029409556433244,0.0028430388759188,-0.0023765900306622,-0.0005007374137594,75.938,2.12,0.03,0.0
PETRM3,2022-11-18T00:00:00.000Z,"{'price': 26.7, 'symbol': 'PETR4'}",PUT,2023-01-20T00:00:00.000Z,18.77,0.1,EUROPEAN,45,OTM,-0.0396339999999999,0.0148202111919184,0.0096502880425516,-0.0053927581096234,-0.0020682221441486,51.151,6.19,0.1,0.0
PETRM321,2022-11-18T00:00:00.000Z,"{'price': 26.7, 'symbol': 'PETR4'}",PUT,2023-01-20T00:00:00.000Z,25.52,0.95,EUROPEAN,45,ATM,-0.340964,0.0950935375864577,0.0413860846479551,-0.014923177571502,-0.0179530720225158,34.188,39.54,0.95,0.0
PETRM299,2022-11-18T00:00:00.000Z,"{'price': 26.7, 'symbol': 'PETR4'}",PUT,2023-01-20T00:00:00.000Z,21.27,0.21,EUROPEAN,45,OTM,-0.0869499999999999,0.0325674667372368,0.0178576193351975,-0.0083455811686519,-0.0045206302134373,43.073,11.94,0.21,0.0
PETRM310,2022-11-18T00:00:00.000Z,"{'price': 26.7, 'symbol': 'PETR4'}",PUT,2023-01-20T00:00:00.000Z,12.27,0.03,EUROPEAN,45,OTM,-0.0085119999999999,0.0024523679705225,0.0026117415628133,-0.002407307191186,-0.0004594441631358,83.659,2.1,0.03,0.0
PETRM314,2022-11-18T00:00:00.000Z,"{'price': 26.7, 'symbol': 'PETR4'}",PUT,2023-01-20T00:00:00.000Z,22.27,0.31,EUROPEAN,45,OTM,-0.124685,0.0443082498517758,0.0231851298377428,-0.0103002961271793,-0.0064983449648232,41.105,16.4,0.31,0.0
PETRM286,2022-11-18T00:00:00.000Z,"{'price': 26.7, 'symbol': 'PETR4'}",PUT,2023-01-20T00:00:00.000Z,24.02,0.6,EUROPEAN,45,OTM,-0.2235549999999999,0.0695785366930946,0.0337149118098836,-0.0137378149837321,-0.0117301626180938,38.064,27.45,0.6,0.0
PETRM292,2022-11-18T00:00:00.000Z,"{'price': 26.7, 'symbol': 'PETR4'}",PUT,2023-01-20T00:00:00.000Z,24.52,0.7,EUROPEAN,45,OTM,-0.258193,0.0779173019421035,0.0364657702444331,-0.014293055524512,-0.0135602702630376,36.764,31.08,0.7,0.0
PETRM291,2022-11-18T00:00:00.000Z,"{'price': 26.7, 'symbol': 'PETR4'}",PUT,2023-01-20T00:00:00.000Z,18.02,0.08,EUROPEAN,45,OTM,-0.0312369999999999,0.01161979974014,0.0079382366137401,-0.004660873006469,-0.0016321744665943,53.665,5.09,0.08,0.0
PETRM290,2022-11-18T00:00:00.000Z,"{'price': 26.7, 'symbol': 'PETR4'}",PUT,2023-01-20T00:00:00.000Z,10.27,0.02,EUROPEAN,45,OTM,-0.005136,0.0013670400187488,0.0016708692242829,-0.0017700259239532,-0.0002805951415694,96.013,1.54,0.02,0.0
PETRM289,2022-11-18T00:00:00.000Z,"{'price': 26.7, 'symbol': 'PETR4'}",PUT,2023-01-20T00:00:00.000Z,22.52,0.33,EUROPEAN,45,OTM,-0.133766,0.0475954957044746,0.0243429703387619,-0.010557270677195,-0.0069670339580629,40.177,17.39,0.33,0.0
PETRM282,2022-11-18T00:00:00.000Z,"{'price': 26.7, 'symbol': 'PETR4'}",PUT,2023-01-20T00:00:00.000Z,22.02,0.32,EUROPEAN,45,OTM,-0.122213,0.0414663252792405,0.0228621033950983,-0.0107173809451373,-0.0063983604308228,43.31,16.33,0.32,0.0
PETRM280,2022-11-18T00:00:00.000Z,"{'price': 26.7, 'symbol': 'PETR4'}",PUT,2023-01-20T00:00:00.000Z,9.27,0.01,EUROPEAN,45,OTM,-0.0026899999999999,0.0007541942849081,0.0009356822524801,-0.0010067143142269,-0.0001461084362872,97.457,0.89,0.01,0.0
PETRM272,2022-11-18T00:00:00.000Z,"{'price': 26.7, 'symbol': 'PETR4'}",PUT,2023-01-20T00:00:00.000Z,21.52,0.24,EUROPEAN,45,OTM,-0.097244,0.035439056414644,0.0194002031716751,-0.0090443688368026,-0.0050650437751103,43.002,13.23,0.24,0.0
PETRM270,2022-11-18T00:00:00.000Z,"{'price': 26.7, 'symbol': 'PETR4'}",PUT,2023-01-20T00:00:00.000Z,8.27,0.01,EUROPEAN,45,OTM,-0.002433,0.0006245639497906,0.0008544461229991,-0.0010143255011667,-0.0001338786501068,107.467,0.91,0.01,0.0
PETRM266,2022-11-18T00:00:00.000Z,"{'price': 26.7, 'symbol': 'PETR4'}",PUT,2023-01-20T00:00:00.000Z,21.02,0.22,EUROPEAN,45,OTM,-0.086358,0.0307994824699035,0.0177665671734042,-0.0087447146421489,-0.0045102840050744,45.313,12.06,0.22,0.0
PETRM261,2022-11-18T00:00:00.000Z,"{'price': 26.7, 'symbol': 'PETR4'}",PUT,2023-01-20T00:00:00.000Z,19.52,0.13,EUROPEAN,45,OTM,-0.0515379999999999,0.0190656326608539,0.0119208378615448,-0.0063860720048219,-0.0026893948203586,49.116,7.74,0.13,0.0
PETRM256,2022-11-18T00:00:00.000Z,"{'price': 26.7, 'symbol': 'PETR4'}",PUT,2023-01-20T00:00:00.000Z,19.02,0.1,EUROPEAN,45,OTM,-0.0408199999999999,0.0156666516787808,0.0098844060545975,-0.0053487092338764,-0.0021248402962071,49.561,6.28,0.1,0.0
PETRM296,2022-11-18T00:00:00.000Z,"{'price': 26.7, 'symbol': 'PETR4'}",PUT,2023-01-20T00:00:00.000Z,23.02,0.42,EUROPEAN,45,OTM,-0.162736,0.0545300227125257,0.0277577084759031,-0.0119544769563378,-0.0085090104597908,39.987,20.77,0.42,0.0
PETRM324,2022-11-18T00:00:00.000Z,"{'price': 26.7, 'symbol': 'PETR4'}",PUT,2023-01-20T00:00:00.000Z,19.27,0.11,EUROPEAN,45,OTM,-0.0448169999999999,0.0171071618922503,0.0106596469513527,-0.0056936939734878,-0.0023332268350064,48.948,6.8,0.11,0.0
PETRA232,2022-11-01T00:00:00.000Z,"{'price': 29.86, 'symbol': 'PETR4'}",CALL,2023-01-20T00:00:00.000Z,32.52,1.51,EUROPEAN,58,OTM,0.387924,0.0617559157710249,0.0548793721931955,-0.0212862547367093,0.0231848876552226,43.304,31.12,1.51,0.0
PETRM331,2022-11-18T00:00:00.000Z,"{'price': 26.7, 'symbol': 'PETR4'}",PUT,2023-01-20T00:00:00.000Z,26.52,1.32,EUROPEAN,45,ATM,-0.442777,0.1077529849686564,0.0445479753320868,-0.0150319996007802,-0.0234680598304018,32.476,49.73,1.32,0.0
PETRM391,2022-11-18T00:00:00.000Z,"{'price': 26.7, 'symbol': 'PETR4'}",PUT,2023-01-20T00:00:00.000Z,26.02,1.11,EUROPEAN,45,ATM,-0.389664,0.1029199345246642,0.043279112120777,-0.014971005020219,-0.0205607591951438,33.033,44.41,1.11,0.0
PETRM389,2022-11-18T00:00:00.000Z,"{'price': 26.7, 'symbol': 'PETR4'}",PUT,2023-01-20T00:00:00.000Z,25.77,1.03,EUROPEAN,45,ATM,-0.364904,0.0989180513913163,0.0424057109008989,-0.0150121281906474,-0.0192373658689338,33.676,41.95,1.03,0.0
PETRM388,2022-11-18T00:00:00.000Z,"{'price': 26.7, 'symbol': 'PETR4'}",PUT,2023-01-20T00:00:00.000Z,29.27,3.16,EUROPEAN,45,ITM,-0.700277,0.0882637937046185,0.039213018184339,-0.0134708686772217,-0.0390309429186855,34.899,74.94,3.16,0.0
PETRM386,2022-11-18T00:00:00.000Z,"{'price': 26.7, 'symbol': 'PETR4'}",PUT,2023-01-20T00:00:00.000Z,32.02,5.36,EUROPEAN,45,ITM,-0.901691,0.0494494109778861,0.0195556800972651,-0.0044139704219194,-0.0525626488766115,31.066,92.26,5.36,0.0
PETRM381,2022-11-18T00:00:00.000Z,"{'price': 26.7, 'symbol': 'PETR4'}",PUT,2023-01-20T00:00:00.000Z,31.52,4.91,EUROPEAN,45,ITM,-0.877402,0.0575264530805526,0.0229127631480663,-0.0057165501401017,-0.0506009910665156,31.288,90.22,4.91,0.0
PETRM379,2022-11-18T00:00:00.000Z,"{'price': 26.7, 'symbol': 'PETR4'}",PUT,2023-01-20T00:00:00.000Z,24.77,0.72,EUROPEAN,45,OTM,-0.273173,0.0838216250495721,0.0375237580029652,-0.0140255997377563,-0.0143101912961861,35.166,32.47,0.72,0.0
PETRM378,2022-11-18T00:00:00.000Z,"{'price': 26.7, 'symbol': 'PETR4'}",PUT,2023-01-20T00:00:00.000Z,28.27,2.19,EUROPEAN,45,ITM,-0.6481509999999999,0.1144438958822211,0.0418712448656887,-0.0118237368928837,-0.0348135463141237,28.74,69.21,2.19,0.0
PETRM376,2022-11-18T00:00:00.000Z,"{'price': 26.7, 'symbol': 'PETR4'}",PUT,2023-01-20T00:00:00.000Z,31.02,4.4,EUROPEAN,45,ITM,-0.87491,0.0637759326566648,0.0232377076659902,-0.0051869956124016,-0.0495714579081035,28.622,89.81,4.4,0.0
PETRM369,2022-11-18T00:00:00.000Z,"{'price': 26.7, 'symbol': 'PETR4'}",PUT,2023-01-20T00:00:00.000Z,23.77,0.55,EUROPEAN,45,OTM,-0.206998,0.0656962968462112,0.0322422813071258,-0.0133290485061027,-0.0108514598475161,38.552,25.66,0.55,0.0
PETRM368,2022-11-18T00:00:00.000Z,"{'price': 26.7, 'symbol': 'PETR4'}",PUT,2023-01-20T00:00:00.000Z,27.27,1.66,EUROPEAN,45,ATM,-0.527057,0.1134471505263779,0.0449082350007434,-0.0142675274328739,-0.0280935312790968,31.096,57.9,1.66,0.0
PETRM366,2022-11-18T00:00:00.000Z,"{'price': 26.7, 'symbol': 'PETR4'}",PUT,2023-01-20T00:00:00.000Z,30.02,3.35,EUROPEAN,45,ITM,-0.882049,0.0802131326871311,0.0222972866392903,-0.0032748531952948,-0.0480368677118236,21.836,89.93,3.35,0.0
PETRM362,2022-11-18T00:00:00.000Z,"{'price': 26.7, 'symbol': 'PETR4'}",PUT,2023-01-20T00:00:00.000Z,30.52,3.99,EUROPEAN,45,ITM,-0.834507,0.0740788230633582,0.0280617798216687,-0.0071931231789947,-0.0469130108951233,29.757,86.39,3.99,0.0
PETRM361,2022-11-18T00:00:00.000Z,"{'price': 26.7, 'symbol': 'PETR4'}",PUT,2023-01-20T00:00:00.000Z,19.77,0.25,EUROPEAN,45,OTM,-0.079551,0.0235265010250754,0.0167023738772035,-0.0101612003044722,-0.0042392911282023,55.768,12.05,0.25,0.0
PETRM359,2022-11-18T00:00:00.000Z,"{'price': 26.7, 'symbol': 'PETR4'}",PUT,2023-01-20T00:00:00.000Z,22.77,0.35,EUROPEAN,45,OTM,-0.143263,0.0511277097260517,0.0255079190011106,-0.010776203888171,-0.0074555701263174,39.191,18.4,0.35,0.0
PETRM357,2022-11-18T00:00:00.000Z,"{'price': 26.7, 'symbol': 'PETR4'}",PUT,2023-01-20T00:00:00.000Z,29.52,3.09,EUROPEAN,45,ITM,-0.779003,0.0949969923179205,0.0334943331527513,-0.0084116236726123,-0.0426595458518518,27.697,81.22,3.09,0.0
PETRM356,2022-11-18T00:00:00.000Z,"{'price': 26.7, 'symbol': 'PETR4'}",PUT,2023-01-20T00:00:00.000Z,29.02,2.9,EUROPEAN,45,ITM,-0.692158,0.0944354504182202,0.039683510767583,-0.0128580570639986,-0.0381796067412842,33.01,73.94,2.9,0.0
PETRM351,2022-11-18T00:00:00.000Z,"{'price': 26.7, 'symbol': 'PETR4'}",PUT,2023-01-20T00:00:00.000Z,26.27,1.22,EUROPEAN,45,ATM,-0.416095,0.1049546258212402,0.0440126066732156,-0.0151307865823003,-0.0220173393269832,32.941,47.1,1.22,0.0
PETRM349,2022-11-18T00:00:00.000Z,"{'price': 26.7, 'symbol': 'PETR4'}",PUT,2023-01-20T00:00:00.000Z,21.77,0.26,EUROPEAN,45,OTM,-0.105383,0.0382043256690911,0.0205702290921163,-0.0094230330994857,-0.0054887809910338,42.295,14.17,0.26,0.0
PETRM348,2022-11-18T00:00:00.000Z,"{'price': 26.7, 'symbol': 'PETR4'}",PUT,2023-01-20T00:00:00.000Z,25.27,0.86,EUROPEAN,45,OTM,-0.316786,0.0919643864828983,0.0401772459100951,-0.014580707625179,-0.0166395648019348,34.318,37.01,0.86,0.0
PETRM342,2022-11-18T00:00:00.000Z,"{'price': 26.7, 'symbol': 'PETR4'}",PUT,2023-01-20T00:00:00.000Z,28.52,2.48,EUROPEAN,45,ITM,-0.6560010000000001,0.1034705379917842,0.041524975863776,-0.0129585274851986,-0.0357056617430894,31.525,70.36,2.48,0.0
PETRM341,2022-11-18T00:00:00.000Z,"{'price': 26.7, 'symbol': 'PETR4'}",PUT,2023-01-20T00:00:00.000Z,27.52,1.77,EUROPEAN,45,ATM,-0.557552,0.1156610921892413,0.044542672418079,-0.0136504053048339,-0.0297439628278638,30.252,60.74,1.77,0.0
PETRM34,2022-11-18T00:00:00.000Z,"{'price': 26.7, 'symbol': 'PETR4'}",PUT,2023-01-20T00:00:00.000Z,20.77,0.21,EUROPEAN,45,OTM,-0.081288,0.0287252295671945,0.0169772227819474,-0.0085688772791603,-0.0042506800320639,46.427,11.5,0.21,0.0
PETRM339,2022-11-18T00:00:00.000Z,"{'price': 26.7, 'symbol': 'PETR4'}",PUT,2023-01-20T00:00:00.000Z,24.27,0.61,EUROPEAN,45,OTM,-0.235225,0.0750308863120313,0.0346905351593586,-0.0134524568012418,-0.0123044368080502,36.319,28.49,0.61,0.0
PETRM254,2022-11-18T00:00:00.000Z,"{'price': 26.7, 'symbol': 'PETR4'}",PUT,2023-01-20T00:00:00.000Z,20.02,0.15,EUROPEAN,45,OTM,-0.0600819999999999,0.0222750279771196,0.0134547339452863,-0.0069542216190307,-0.003132461368855,47.449,8.79,0.15,0.0
PETRM336,2022-11-18T00:00:00.000Z,"{'price': 26.7, 'symbol': 'PETR4'}",PUT,2023-01-20T00:00:00.000Z,27.02,1.54,EUROPEAN,45,ATM,-0.498356,0.1120418564560168,0.0450114725819588,-0.0146047995761807,-0.0265108111304751,31.558,55.14,1.54,0.0
PETRM334,2022-11-18T00:00:00.000Z,"{'price': 26.7, 'symbol': 'PETR4'}",PUT,2023-01-20T00:00:00.000Z,23.27,0.43,EUROPEAN,45,OTM,-0.1713099999999999,0.0585835706991975,0.0286921496208496,-0.0118680795453353,-0.0089356845895067,38.473,21.58,0.43,0.0
PETRM332,2022-11-18T00:00:00.000Z,"{'price': 26.7, 'symbol': 'PETR4'}",PUT,2023-01-20T00:00:00.000Z,28.02,2.08,EUROPEAN,45,ATM,-0.613135,0.112659518979764,0.0431895267224327,-0.012987195103905,-0.0329476418295162,30.115,66.08,2.08,0.0
PETRM330,2022-11-18T00:00:00.000Z,"{'price': 26.7, 'symbol': 'PETR4'}",PUT,2023-01-20T00:00:00.000Z,14.27,0.05,EUROPEAN,45,OTM,-0.015128,0.0045579632661168,0.0043042737549578,-0.0035117320301414,-0.0008105898436982,74.182,3.19,0.05,0.0
PETRM250,2022-11-18T00:00:00.000Z,"{'price': 26.7, 'symbol': 'PETR4'}",PUT,2023-01-20T00:00:00.000Z,6.27,0.01,EUROPEAN,45,OTM,-0.001958,0.0004178833354895,0.0007015642404343,-0.0010230863428724,-0.000111185539151,131.88,1.0,0.01,0.0
PETRM2,2022-11-18T00:00:00.000Z,"{'price': 26.7, 'symbol': 'PETR4'}",PUT,2023-01-20T00:00:00.000Z,16.77,0.06,EUROPEAN,45,OTM,-0.022252,0.0079830780455437,0.0059789791297996,-0.0038565749022819,-0.001168041163012,58.833,3.91,0.06,0.0
PETRM399,2022-11-18T00:00:00.000Z,"{'price': 26.7, 'symbol': 'PETR4'}",PUT,2023-01-20T00:00:00.000Z,26.77,1.45,EUROPEAN,45,ATM,-0.4698369999999999,0.1083613248205564,0.0448830743661958,-0.0151154793825082,-0.0249904336389605,32.537,52.46,1.45,0.0
PETRL287,2022-11-18T00:00:00.000Z,"{'price': 26.7, 'symbol': 'PETR4'}",CALL,2022-12-16T00:00:00.000Z,36.52,0.02,EUROPEAN,20,OTM,0.015672,0.0105053434379831,0.0029577493699188,-0.0037112301899412,0.000316235863166,49.762,1.09,0.02,0.0
PETRL284,2022-11-18T00:00:00.000Z,"{'price': 26.7, 'symbol': 'PETR4'}",CALL,2022-12-16T00:00:00.000Z,17.02,9.8,EUROPEAN,20,ITM,0.968814,0.0100943178045487,0.0052850156713606,-0.0135017518267647,0.012751848827996,92.538,94.55,9.8,0.0
PETRL279,2022-11-18T00:00:00.000Z,"{'price': 26.7, 'symbol': 'PETR4'}",CALL,2022-12-16T00:00:00.000Z,36.02,0.02,EUROPEAN,20,OTM,0.0162,0.0112279117226355,0.0030430473655825,-0.003676983538403,0.0003274045067398,47.902,1.15,0.02,0.0
PETRL278,2022-11-18T00:00:00.000Z,"{'price': 26.7, 'symbol': 'PETR4'}",CALL,2022-12-16T00:00:00.000Z,22.52,4.35,EUROPEAN,20,ITM,0.918687,0.0436848926830563,0.0113208643168967,-0.0145648384759015,0.0160150029691018,45.803,89.75,4.35,0.0
PETRL276,2022-11-18T00:00:00.000Z,"{'price': 26.7, 'symbol': 'PETR4'}",CALL,2022-12-16T00:00:00.000Z,34.52,0.04,EUROPEAN,20,OTM,0.030632,0.0196776751398336,0.005207239544803,-0.0061505157787822,0.000617365009237,46.772,2.26,0.04,0.0
PETRL272,2022-11-18T00:00:00.000Z,"{'price': 26.7, 'symbol': 'PETR4'}",CALL,2022-12-16T00:00:00.000Z,34.02,0.05,EUROPEAN,20,OTM,0.037582,0.0235101031949939,0.0061607868913892,-0.007209235668685,0.00075668719877,46.316,2.81,0.05,0.0
PETRL261,2022-11-18T00:00:00.000Z,"{'price': 26.7, 'symbol': 'PETR4'}",CALL,2022-12-16T00:00:00.000Z,33.02,0.08,EUROPEAN,20,OTM,0.057295,0.0335086194580504,0.0086415745412873,-0.0099623813218602,0.0011505952638208,45.581,4.4,0.08,0.0
PETRL258,2022-11-18T00:00:00.000Z,"{'price': 26.7, 'symbol': 'PETR4'}",CALL,2022-12-16T00:00:00.000Z,21.52,5.61,EUROPEAN,20,ITM,0.871936,0.0371767096631196,0.0157474842858639,-0.0308765195112025,0.014024340900708,74.867,82.24,5.61,0.0
PETRL236,2022-11-18T00:00:00.000Z,"{'price': 26.7, 'symbol': 'PETR4'}",CALL,2022-12-16T00:00:00.000Z,20.02,6.93,EUROPEAN,20,ITM,0.923985,0.0244759732199543,0.0107572506647731,-0.0222985975531647,0.0140796757045105,77.68,88.75,6.93,0.0
PETRL234,2022-11-18T00:00:00.000Z,"{'price': 26.7, 'symbol': 'PETR4'}",CALL,2022-12-16T00:00:00.000Z,32.02,0.11,EUROPEAN,20,OTM,0.078452,0.0449765974067656,0.0110182595227564,-0.0120844341188187,0.0015751419443525,43.299,6.21,0.11,0.0
PETRL231,2022-11-18T00:00:00.000Z,"{'price': 26.7, 'symbol': 'PETR4'}",CALL,2022-12-16T00:00:00.000Z,16.52,10.35,EUROPEAN,20,ITM,0.960314,0.0106803050088097,0.0064404499847557,-0.0183743288379287,0.0121352216459369,106.581,92.7,10.35,0.0
PETRL229,2022-11-18T00:00:00.000Z,"{'price': 26.7, 'symbol': 'PETR4'}",CALL,2022-12-16T00:00:00.000Z,19.02,7.91,EUROPEAN,20,ITM,0.935974,0.0192849173129884,0.0094261054890584,-0.0217136234158154,0.0135559393746175,86.39,89.95,7.91,0.0
PETRL198,2022-11-18T00:00:00.000Z,"{'price': 26.7, 'symbol': 'PETR4'}",CALL,2022-12-16T00:00:00.000Z,31.02,0.17,EUROPEAN,20,OTM,0.115867,0.061817099043507,0.0146782505924251,-0.015632324346931,0.0023203497554007,41.968,9.44,0.17,0.0
PETRL194,2022-11-18T00:00:00.000Z,"{'price': 26.7, 'symbol': 'PETR4'}",CALL,2022-12-16T00:00:00.000Z,14.52,13.1,EUROPEAN,20,ITM,0.907438,0.0104542636918764,0.0124717102901371,-0.0666259120992308,0.008832201525072,210.854,76.76,13.1,0.0
PETRL289,2022-11-18T00:00:00.000Z,"{'price': 26.7, 'symbol': 'PETR4'}",CALL,2022-12-16T00:00:00.000Z,24.02,3.42,EUROPEAN,20,ITM,0.761486,0.0675739536772697,0.0233042548646628,-0.0368545938710101,0.0134219345898827,60.954,70.52,3.42,0.0
PETRL187,2022-11-18T00:00:00.000Z,"{'price': 26.7, 'symbol': 'PETR4'}",CALL,2022-12-16T00:00:00.000Z,23.02,4.05,EUROPEAN,20,ITM,0.85326,0.0558913844255242,0.0172820208022088,-0.0250986871746276,0.0148666910440263,54.651,81.5,4.05,0.0
PETRI322,2022-11-18T00:00:00.000Z,"{'price': 26.7, 'symbol': 'PETR4'}",CALL,2024-09-20T00:00:00.000Z,32.25,4.65,EUROPEAN,480,OTM,0.512682,0.0256678548890351,0.1469340719329393,-0.0071697481485384,0.172164724066984,42.157,29.12,4.65,0.0
PETRH710,2022-11-18T00:00:00.000Z,"{'price': 26.7, 'symbol': 'PETR4'}",CALL,2024-08-16T00:00:00.000Z,71.08,0.26,EUROPEAN,455,OTM,0.054178,0.0081168942521018,0.0394374899760606,-0.0017300590523995,0.02142383996087,37.747,1.73,0.26,0.0
PETRH580,2022-11-18T00:00:00.000Z,"{'price': 26.7, 'symbol': 'PETR4'}",CALL,2024-08-16T00:00:00.000Z,58.08,0.72,EUROPEAN,455,OTM,0.126664,0.0147621258482122,0.0745385207499394,-0.0034244660580373,0.0480632200528976,39.228,4.75,0.72,0.0
