symbol,time,spot,type,due_date,strike,premium,maturity_type,days_to_maturity,moneyness,delta,gamma,vega,theta,rho,volatility,poe,bs
VALEL802,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",CALL,2022-12-16T00:00:00.000Z,76.91,0.94,EUROPEAN,31,OTM,0.191579,0.028738187346502977,0.06423722922972576,-0.04269754753016316,0.014669157379993863,40.297,15.54,0.9399
VALEL803,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",CALL,2022-12-16T00:00:00.000Z,80.41,0.56,AMERICAN,31,OTM,0.123712,0.021042224136791684,0.048132643303943186,-0.032629012458078505,0.009530338970661629,41.238,9.66,0.56
VALEL804,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",CALL,2022-12-16T00:00:00.000Z,73.41,1.55,AMERICAN,31,OTM,0.287534,0.03687297553215454,0.0802958888586112,-0.052252530982049926,0.021845042867765452,39.258,24.25,1.55
VALEL807,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",CALL,2022-12-16T00:00:00.000Z,77.41,0.87,AMERICAN,31,OTM,0.179871,0.027581189945115152,0.06177251796291409,-0.04111786182614558,0.013787998308645586,40.377,14.51,0.87
VALEL812,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",CALL,2022-12-16T00:00:00.000Z,77.91,0.82,EUROPEAN,31,OTM,0.170476,0.026440165509021216,0.05970583460254405,-0.040046838169039714,0.013073485993864351,40.71,13.67,0.82
VALEL814,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",CALL,2022-12-16T00:00:00.000Z,81.41,0.47,AMERICAN,31,OTM,0.107004,0.018987150783426544,0.0434149527749891,-0.02939806466270099,0.008260932939707777,41.222,8.27,0.47
VALEL822,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",CALL,2022-12-16T00:00:00.000Z,78.91,0.65,EUROPEAN,31,OTM,0.143378,0.024063981017853092,0.053274739920120814,-0.035007421599588195,0.011044235594890891,39.912,11.41,0.6499
VALEL824,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",CALL,2022-12-16T00:00:00.000Z,82.41,0.42,AMERICAN,31,OTM,0.096164,0.01728764106214903,0.04016549062991501,-0.027613841448724415,0.007427069831865342,41.886,7.34,0.4199
VALEL832,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",CALL,2022-12-16T00:00:00.000Z,79.91,0.59,EUROPEAN,31,OTM,0.130117,0.02200857685377288,0.04985405511943543,-0.03348359956885274,0.01002257047533632,40.837,10.22,0.59
VALEL841,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",CALL,2022-12-16T00:00:00.000Z,84.41,0.33,AMERICAN,31,OTM,0.076862,0.014253920640322566,0.033967324704575065,-0.023919973464514417,0.005943261444354116,42.961,5.74,0.33
VALEL842,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",CALL,2022-12-16T00:00:00.000Z,80.91,0.48,EUROPEAN,31,OTM,0.110428,0.01977271899758385,0.04440955150215066,-0.02955326357195406,0.008531491226684527,40.491,8.59,0.48
VALEL852,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",CALL,2022-12-16T00:00:00.000Z,81.91,0.44,EUROPEAN,31,OTM,0.100811,0.018081557244702725,0.041577665379633366,-0.028301943145958783,0.007786278665082976,41.454,7.75,0.44
VALEL862,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",CALL,2022-12-16T00:00:00.000Z,82.91,0.39,EUROPEAN,31,OTM,0.090118,0.016423834687756725,0.038283454535018496,-0.0263971994216844,0.006964439255481849,42.023,6.85,0.39
VALEL867,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",CALL,2022-12-16T00:00:00.000Z,83.41,0.35,AMERICAN,31,OTM,0.082559,0.015455114900998478,0.03585548430572452,-0.02459983041213038,0.006389235536221269,41.824,6.24,0.35
VALEL872,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",CALL,2022-12-16T00:00:00.000Z,83.91,0.32,EUROPEAN,31,OTM,0.07651,0.01459160797902107,0.03384909392999891,-0.02321441749400106,0.005926488185468209,41.821,5.76,0.32
VALEL882,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",CALL,2022-12-16T00:00:00.000Z,84.91,0.29,EUROPEAN,31,OTM,0.069358,0.01329767953262874,0.03139922038987709,-0.021904995353294064,0.005372565183853189,42.569,5.16,0.29
VALEL887,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",CALL,2022-12-16T00:00:00.000Z,85.41,0.27,AMERICAN,31,OTM,0.065047,0.012607113268721722,0.029879177722318326,-0.020916152719254632,0.0050410361098456235,42.727,4.81,0.27
VALEL892,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",CALL,2022-12-16T00:00:00.000Z,85.91,0.25,EUROPEAN,31,OTM,0.060758,0.0119248424710363,0.028332756873977637,-0.019877943779638294,0.0047113695600356055,42.833,4.47,0.25
VALEL897,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",CALL,2022-12-16T00:00:00.000Z,86.41,0.24,AMERICAN,31,OTM,0.058194,0.011416159636005216,0.027391385547322476,-0.019401154523461573,0.0045118709312135605,43.255,4.26,0.24
VALEL907,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",CALL,2022-12-16T00:00:00.000Z,87.41,0.2,AMERICAN,31,OTM,0.049742,0.010089933298977066,0.024190440413329423,-0.01711294298536285,0.003862900477011763,43.222,3.6,0.2
VALEL912,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",CALL,2022-12-16T00:00:00.000Z,87.91,0.2,EUROPEAN,31,OTM,0.04905,0.009810188199155431,0.023921241657670973,-0.017206250789015845,0.003805706867161448,43.96,3.53,0.2
VALEL917,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",CALL,2022-12-16T00:00:00.000Z,88.41,0.19,AMERICAN,31,OTM,0.046649,0.009359211998469553,0.022979399292073283,-0.016639135103799912,0.0036197001938888364,44.264,3.34,0.19
VALEL922,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",CALL,2022-12-16T00:00:00.000Z,88.91,0.17,EUROPEAN,31,OTM,0.042486,0.008717246994843322,0.02131239247444376,-0.015363859838055811,0.003300419065162242,44.076,3.03,0.17
VALEL927,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",CALL,2022-12-16T00:00:00.000Z,89.41,0.17,AMERICAN,31,OTM,0.041929,0.00848911714802488,0.021086058262555944,-0.015439355135354056,0.003254465135639037,44.78,2.97,0.17
VALEL932,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",CALL,2022-12-16T00:00:00.000Z,89.91,0.15,EUROPEAN,31,OTM,0.03779,0.007852955818265854,0.019377835537454657,-0.014093231981185025,0.0029371454997197577,44.486,2.66,0.15
VALEL937,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",CALL,2022-12-16T00:00:00.000Z,90.41,0.14,AMERICAN,31,OTM,0.035473,0.007431525010974683,0.018399958692753075,-0.01342470436456442,0.0027579933935867515,44.636,2.49,0.14
VALEL942,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",CALL,2022-12-16T00:00:00.000Z,90.91,0.16,EUROPEAN,31,OTM,0.038643,0.007673711349962596,0.019733469939068188,-0.014948808444281538,0.0029953601367501167,46.36,2.69,0.1599
VALEL952,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",CALL,2022-12-16T00:00:00.000Z,91.91,0.12,EUROPEAN,31,OTM,0.030502,0.0064432376736748564,0.01624731072537051,-0.012065810468851638,0.0023720060229408127,45.459,2.1,0.12
VALEL957,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",CALL,2022-12-16T00:00:00.000Z,92.41,0.11,AMERICAN,31,OTM,0.028233,0.006042429998396239,0.015237167713105319,-0.011314253711857469,0.0021968932104798914,45.461,1.94,0.11
VALEL962,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",CALL,2022-12-16T00:00:00.000Z,92.91,0.13,EUROPEAN,31,OTM,0.031643,0.0063762571803897316,0.016748260640755925,-0.012950003480188627,0.002453908493002481,47.353,2.15,0.13
VALEL967,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",CALL,2022-12-16T00:00:00.000Z,93.41,0.11,AMERICAN,31,OTM,0.027602,0.005769618817753313,0.014952660191814498,-0.01140630020306699,0.002144783543871516,46.722,1.87,0.11
VALEL972,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",CALL,2022-12-16T00:00:00.000Z,93.91,0.1,EUROPEAN,31,OTM,0.025396,0.00539029328225901,0.01394722756897465,-0.01062083704046467,0.0019747603194833446,46.647,1.71,0.1001
VALEL977,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",CALL,2022-12-16T00:00:00.000Z,94.41,0.1,AMERICAN,31,OTM,0.025124,0.005272781831523224,0.013822166729731744,-0.01066173900410505,0.0019523718896906732,47.259,1.69,0.1
VALEL987,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",CALL,2022-12-16T00:00:00.000Z,95.41,0.08,AMERICAN,31,OTM,0.020736,0.00452094081785792,0.011757838564074393,-0.00899576649799216,0.0016144320304162382,46.886,1.38,0.08
VALEL992,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",CALL,2022-12-16T00:00:00.000Z,95.91,0.1,EUROPEAN,31,OTM,0.02434,0.004945869077221579,0.013459231224508929,-0.010771841332523114,0.0018875879580899913,49.06,1.6,0.1
VALEL997,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",CALL,2022-12-16T00:00:00.000Z,96.41,0.07,AMERICAN,31,OTM,0.018315,0.004046546742025685,0.010581654324565799,-0.008137991687380839,0.001426797989234852,47.143,1.21,0.07
VALEM101,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",PUT,2023-01-20T00:00:00.000Z,80.41,12.28,EUROPEAN,56,ITM,-1.0,0.0,0.0,0.006353445680603846,-0.17789630116042862,0.0,100.0,12.9034
VALEM105,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",PUT,2023-01-20T00:00:00.000Z,84.41,15.8,EUROPEAN,56,ITM,-0.47444600000000003,0.008045121340015783,0.12602534696915618,-0.1709097251077311,-0.13996221424931898,156.331,74.95,31.124
VALEM449,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",PUT,2023-01-20T00:00:00.000Z,44.91,0.2,EUROPEAN,56,OTM,-0.030491000000000046,0.0044390379876058225,0.02183009816799268,-0.009387528685034001,-0.004994394894491582,49.078,5.03,0.2
VALEM469,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",PUT,2023-01-20T00:00:00.000Z,46.91,0.3,EUROPEAN,56,OTM,-0.043896000000000046,0.006070211177375242,0.029410156035700772,-0.012439046784407708,-0.0072170044894450825,48.352,6.95,0.3
VALEM519,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",PUT,2023-01-20T00:00:00.000Z,51.91,0.52,EUROPEAN,56,OTM,-0.07900499999999999,0.01098796387232324,0.046616754445247606,-0.017160290740369167,-0.012944858466444357,42.34,11.27,0.52
VALEM537,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",PUT,2023-01-20T00:00:00.000Z,50.41,0.29,EUROPEAN,56,OTM,-0.050788000000000055,0.00824031688564062,0.03305678873577582,-0.011522592667025707,-0.008223209375634312,40.035,7.37,0.29
VALEM559,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",PUT,2023-01-20T00:00:00.000Z,55.91,0.83,EUROPEAN,56,OTM,-0.12770700000000001,0.017376172394446773,0.06614269988547586,-0.021687850148683022,-0.020901331044037994,37.988,16.9,0.8301
VALEM569,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",PUT,2023-01-20T00:00:00.000Z,56.91,1.0,EUROPEAN,56,OTM,-0.148768,0.019359889992366434,0.07340082846013045,-0.02392497575092151,-0.02442180552643065,37.837,19.4,1.0001
VALEM579,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",PUT,2023-01-20T00:00:00.000Z,57.91,0.99,EUROPEAN,56,OTM,-0.15749599999999997,0.02168663435353437,0.07622760189864347,-0.022956651070399122,-0.025701896115445926,35.079,20.06,0.99
VALEM607,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",PUT,2023-01-20T00:00:00.000Z,57.41,1.02,EUROPEAN,56,OTM,-0.15482399999999996,0.020446467434575035,0.07537292235956339,-0.023851943344360835,-0.025369864383804733,36.789,19.97,1.02
VALEM622,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",PUT,2023-01-20T00:00:00.000Z,58.91,1.2,EUROPEAN,56,OTM,-0.18341600000000002,0.023948309211790968,0.08404507074942937,-0.025208942613269603,-0.03003634540023536,35.023,23.05,1.2
VALEM632,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",PUT,2023-01-20T00:00:00.000Z,59.91,1.5,EUROPEAN,56,OTM,-0.21479400000000004,0.025901281407056307,0.09244055620701534,-0.028133522684351674,-0.03538521923872541,35.617,26.7,1.4999
VALEM647,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",PUT,2023-01-20T00:00:00.000Z,61.41,1.79,EUROPEAN,56,OTM,-0.25378599999999996,0.02959859265475152,0.10139284955691313,-0.029454438206322556,-0.041848287434068716,34.187,30.8,1.79
VALEM652,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",PUT,2023-01-20T00:00:00.000Z,61.91,1.91,EUROPEAN,56,OTM,-0.26857200000000003,0.03079851984445884,0.10438707687549038,-0.02994295955263053,-0.044321189757578185,33.825,32.36,1.9099
VALEM662,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",PUT,2023-01-20T00:00:00.000Z,62.91,2.18,EUROPEAN,56,OTM,-0.30029799999999995,0.03311193260990624,0.11011089740350749,-0.030853757337697133,-0.04965549370980161,33.187,35.68,2.18
VALEM672,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",PUT,2023-01-20T00:00:00.000Z,63.91,2.44,EUROPEAN,56,OTM,-0.33323400000000003,0.03567174090005608,0.11508323303308901,-0.031113290106496997,-0.055148076277669746,32.197,39.0,2.44
VALEM682,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",PUT,2023-01-20T00:00:00.000Z,64.91,2.85,EUROPEAN,56,ATM,-0.37122200000000005,0.037067799321853764,0.11964658867582179,-0.0322072127565702,-0.061727879047969024,32.213,42.98,2.85
VALEM692,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",PUT,2023-01-20T00:00:00.000Z,65.91,3.3,EUROPEAN,56,ATM,-0.409864,0.03809948400744498,0.12304726359742826,-0.03296395813875089,-0.0684941833579806,32.231,46.97,3.3
VALEM702,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",PUT,2023-01-20T00:00:00.000Z,66.91,3.57,EUROPEAN,56,ATM,-0.44919299999999995,0.04099152178241784,0.12525898431578106,-0.03142846095563903,-0.07496281228948906,30.495,50.64,3.57
VALEM707,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",PUT,2023-01-20T00:00:00.000Z,67.41,3.6,EUROPEAN,56,ATM,-0.47133499999999995,0.04381257519908872,0.12595823879793955,-0.029469302966333127,-0.07833359733301612,28.691,52.53,3.6
VALEM712,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",PUT,2023-01-20T00:00:00.000Z,67.91,4.11,EUROPEAN,56,ATM,-0.490035,0.0411502591021795,0.12624503126549752,-0.031573377335135336,-0.08225734923471058,30.617,54.75,4.11
VALEM759,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",PUT,2023-01-20T00:00:00.000Z,68.91,4.49,EUROPEAN,56,ATM,-0.5347649999999999,0.043075016703021655,0.12580471302888255,-0.0295331702441035,-0.08977640763925314,29.147,58.89,4.49
VALEM76,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",PUT,2023-01-20T00:00:00.000Z,69.91,5.08,EUROPEAN,56,ATM,-0.5767610000000001,0.0426300612500393,0.12393961234582336,-0.028630640362534293,-0.09735434210894284,29.015,62.94,5.08
VALEM764,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",PUT,2023-01-20T00:00:00.000Z,69.41,4.73,EUROPEAN,56,ATM,-0.557389,0.0434855487502088,0.12497535732799746,-0.028658284156229733,-0.09368589947433043,28.681,61.01,4.73
VALEM779,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",PUT,2023-01-20T00:00:00.000Z,70.91,5.61,EUROPEAN,56,ITM,-0.622584,0.04278889554986916,0.12027461986305693,-0.02636131374232732,-0.10536986243123805,28.052,67.17,5.61
VALEM784,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",PUT,2023-01-20T00:00:00.000Z,71.41,5.85,EUROPEAN,56,ITM,-0.648298,0.04307740775070687,0.1174554435760024,-0.024617156023800654,-0.10974033940060085,27.211,69.46,5.85
VALEM800,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",PUT,2023-01-20T00:00:00.000Z,58.41,1.2,EUROPEAN,56,OTM,-0.17758799999999997,0.022588314047300898,0.0823597693175544,-0.02571609125573215,-0.029166691400682676,36.388,22.57,1.2
VALEM820,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",PUT,2023-01-20T00:00:00.000Z,60.41,1.57,EUROPEAN,56,OTM,-0.22604999999999997,0.027206111316542957,0.09518724300723681,-0.02834594474705918,-0.03722044274649232,34.917,27.85,1.57
VALEM842,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",PUT,2023-01-20T00:00:00.000Z,80.91,12.89,EUROPEAN,56,ITM,-0.933077,0.01653152485245722,0.04105342374179109,-0.003030471485526493,-0.16950568607784902,24.783,94.69,13.6215
VALEM860,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",PUT,2023-01-20T00:00:00.000Z,64.41,2.64,EUROPEAN,56,ATM,-0.35212,0.0364141608443461,0.11750577470441488,-0.0317010426114647,-0.058410686653425845,32.204,40.99,2.64
VALEM88,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",PUT,2023-01-20T00:00:00.000Z,66.41,3.55,EUROPEAN,56,ATM,-0.42933,0.038379231904918654,0.12429762810830468,-0.033300312462035894,-0.07195430787527837,32.321,48.97,3.55
VALEM92,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",PUT,2023-01-20T00:00:00.000Z,70.41,5.45,EUROPEAN,56,ATM,-0.5949180000000001,0.04159559261756935,0.12269304641067617,-0.028644414450997434,-0.10088599921344525,29.437,64.76,5.45
VALEM94,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",PUT,2023-01-20T00:00:00.000Z,72.41,6.49,EUROPEAN,56,ITM,-0.692763,0.041761641103342455,0.1112390743950932,-0.022195161449403276,-0.11779761758869993,26.583,73.53,6.4899
VALEO624,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",PUT,2023-03-17T00:00:00.000Z,62.41,2.95,EUROPEAN,96,OTM,-0.307161,0.026146275397370758,0.14562997287277107,-0.022722868287289165,-0.08981273975837652,32.425,38.06,2.95
VALEO629,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",PUT,2023-03-17T00:00:00.000Z,62.91,3.0,EUROPEAN,96,OTM,-0.31838999999999995,0.027366306998097244,0.14790120595018372,-0.022301261691085403,-0.09287593234037546,31.463,39.05,3.0001
VALEP110,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",PUT,2024-04-19T00:00:00.000Z,106.66,26.9,EUROPEAN,381,ITM,-0.68049,0.00929538354835669,0.29507996845638584,-0.011040947255573677,-1.331769391380852,46.565,85.12,42.3906
VALEP668,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",PUT,2023-04-20T00:00:00.000Z,63.55,3.59,EUROPEAN,120,OTM,-0.339855,0.025994544873281747,0.16975882023262173,-0.019416788923737188,-0.12576775113336067,30.414,41.96,3.59
VALEP698,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",PUT,2023-04-20T00:00:00.000Z,66.55,4.43,EUROPEAN,120,ATM,-0.42372600000000005,0.03078191047496667,0.18147210932185392,-0.018150879169869176,-0.15658650765400403,27.456,49.88,4.43
VALEP728,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",PUT,2023-04-20T00:00:00.000Z,69.55,5.96,EUROPEAN,120,ATM,-0.517747,0.0318961404895432,0.18467822717961155,-0.01751733634879858,-0.19393681995386047,26.965,59.12,5.9601
VALEP748,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",PUT,2023-04-20T00:00:00.000Z,71.55,6.95,EUROPEAN,120,ITM,-0.5856509999999999,0.03279748087965735,0.18058427555751463,-0.015621886942633592,-0.22036385067864903,25.643,65.3,6.95
VALER550,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",PUT,2024-06-21T00:00:00.000Z,51.66,2.33,EUROPEAN,426,OTM,-0.15658499999999997,0.010019341841388122,0.2094432107234975,-0.005722018298556149,-0.21713718421547398,27.424,25.72,2.3301
VALER650,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",PUT,2024-06-21T00:00:00.000Z,61.66,4.5,EUROPEAN,426,OTM,-0.29373499999999997,0.0167783273477005,0.30064266258414774,-0.006372350872116625,-0.4095062166500991,23.507,40.64,4.5
VALES766,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",PUT,2023-07-21T00:00:00.000Z,76.66,9.85,EUROPEAN,186,ITM,-0.7490589999999999,0.030217610441464444,0.1836914098529674,-0.004245495805597709,-0.44395910225589225,18.265,79.63,9.85
VALES977,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",PUT,2023-07-21T00:00:00.000Z,93.66,20.98,EUROPEAN,186,ITM,-1.0,0.0,0.0,0.007324409151935379,-0.6811698313977156,0.0,100.0,25.1376
VALET600,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",PUT,2024-08-16T00:00:00.000Z,60.0,4.18,EUROPEAN,466,OTM,-0.26602000000000003,0.015147806085972104,0.2996770061269159,-0.005879473084309641,-0.407624683819624,23.726,38.12,4.18
VALET700,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",PUT,2024-08-16T00:00:00.000Z,70.0,7.25,EUROPEAN,466,ATM,-0.45413899999999996,0.022270290498555206,0.3618812017694912,-0.004571146146785747,-0.6979902698902235,19.488,55.95,7.25
VALEW101,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",PUT,2022-11-18T00:00:00.000Z,94.34,26.79,EUROPEAN,11,ITM,-0.977007,0.004969367405690321,0.007642866946008749,-0.019780357828321406,-0.04050939487182043,78.139,98.46,27.1969
VALEW102,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",PUT,2022-11-18T00:00:00.000Z,95.34,27.57,EUROPEAN,11,ITM,-0.7236560000000001,0.01153416766213564,0.046924848893394246,-0.43446114123699875,-0.03523768395431032,206.695,84.75,32.1324
VALEW453,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",PUT,2022-11-18T00:00:00.000Z,45.34,0.03,EUROPEAN,11,OTM,-0.007645000000000013,0.0018657537995160455,0.00295489956526307,-0.01076425148893311,-0.00023717046765023796,80.464,1.2,0.03
VALEW475,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",PUT,2022-11-18T00:00:00.000Z,47.59,0.02,EUROPEAN,11,OTM,-0.006220000000000003,0.0018389669874297127,0.0024626033647831484,-0.007580865459497451,-0.00019103254626980874,68.035,0.92,0.02
VALEW478,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",PUT,2022-11-18T00:00:00.000Z,47.84,0.02,EUROPEAN,11,OTM,-0.00630200000000003,0.001886258599605908,0.002491363900861343,-0.007563926154077311,-0.00019345485953970926,67.104,0.93,0.02
VALEW480,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",PUT,2022-11-18T00:00:00.000Z,48.09,0.02,EUROPEAN,11,OTM,-0.006383999999999945,0.001934927371312908,0.0025202647322374798,-0.007545216086149339,-0.00019587102775081146,66.175,0.93,0.02
VALEW483,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",PUT,2022-11-18T00:00:00.000Z,48.34,0.02,EUROPEAN,11,OTM,-0.00647399999999998,0.0019865770238304036,0.0025516908789765796,-0.007532928641258369,-0.00019851263108560782,65.258,0.94,0.02
VALEW485,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",PUT,2022-11-18T00:00:00.000Z,48.59,0.02,EUROPEAN,11,OTM,-0.006547999999999998,0.002036001477282328,0.002577505213797983,-0.007498980987851492,-0.00020066242909716004,64.318,0.95,0.02
VALEW488,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",PUT,2022-11-18T00:00:00.000Z,48.84,0.03,EUROPEAN,11,OTM,-0.009141999999999983,0.002632397166927529,0.003457156731896903,-0.010434071226373931,-0.00028108198494545113,66.724,1.32,0.03
VALEW490,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",PUT,2022-11-18T00:00:00.000Z,49.09,0.02,EUROPEAN,11,OTM,-0.0067390000000000505,0.002148808590089219,0.0026435842991288593,-0.0074731502314701395,-0.00020625986241072688,62.504,0.96,0.02
VALEW495,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",PUT,2022-11-18T00:00:00.000Z,49.59,0.03,EUROPEAN,11,OTM,-0.009521000000000002,0.002849151731027577,0.0035821598423635918,-0.010347598201982146,-0.00029216780621762795,63.877,1.35,0.03
VALEW498,2022-11-03T00:00:00.000Z,"{'price': 67.15, 'symbol': 'VALE3'}",PUT,2022-11-18T00:00:00.000Z,49.84,0.03,EUROPEAN,11,OTM,-0.009646999999999961,0.002925510509091852,0.0036235469552566035,-0.010310874228398362,-0.00029583612719760814,62.928,1.36,0.0299
